Merchant_ID,Merchant,store_id,store_name,store_type,city,area,supplier
327867,晋购超市,11782765,太原市小店区晋购生鲜便利,普通商家,太原,小店区,适中
326280,山西仁和大药房,11783319,仁和大药房-东岗南路店,普通商家,太原,小店区,适中
329600,唐久便利,11808659,唐久（新山纺宿舍店）,普通商家,太原,万柏林区,商家多
329429,金虎便利,11804775,金虎便利(2187漪汾2号),普通商家,太原,万柏林区,商家多
329429,金虎便利,11804666,金虎便利(1629万象城),普通商家,太原,万柏林区,商家多
326280,山西仁和大药房,11783301,仁和大药房-众纺二部,普通商家,太原,万柏林区,商家多
330353,好利来,11806774,好利来（北宫店）,本地连锁,太原,杏花岭区,商家多
329429,金虎便利,11805088,金虎早早(9007小东门),普通商家,太原,杏花岭区,商家多
329429,金虎便利,11804957,金虎便利(2693太铁佳苑),普通商家,太原,杏花岭区,商家多
327955,采栗人,11784224,采栗人富力广场店,普通商家,太原,杏花岭区,商家多
326284,山西国大万民药房,11788915,万民药房（金刚堰店）,普通商家,太原,杏花岭区,商家多
326280,山西仁和大药房,11783381,仁和大药房-新北店,普通商家,太原,杏花岭区,商家多
319901,五色蔬果,11808707,五色蔬果太原-特大市场店,全国连锁,太原,杏花岭区,商家多
329429,金虎便利,11804578,金虎便利(1236桥东街),普通商家,太原,迎泽区,适中
329429,金虎便利,11804536,金虎便利(1115棉花巷),普通商家,太原,迎泽区,适中
329429,金虎便利,11804509,金虎便利(1033小南关),普通商家,太原,迎泽区,适中
315123,勿忘我花坊,11791101,遇见花坊-绵阳店,普通商家,绵阳,涪城区,适中
327521,久泰药业,11781434,怀德仁大药房-近华浦路店,普通商家,昆明,西山区,适中
325944,新希望鲜生活,11766858,新希望鲜生活(景秀西苑店),普通商家,昆明,西山区,适中
76366,菜妈妈,11801118,菜妈妈生鲜-复兴店,普通商家,昆明,西山区,适中
325944,新希望鲜生活,11766866,新希望鲜生活(金星小区店),普通商家,昆明,盘龙区,适中
323847,新希望雪兰,11790113,雪兰鲜奶屋（莱香店）,普通商家,昆明,盘龙区,适中
323727,昆明一心堂大药房,11754997,一心堂-福缇岛小区店,普通商家,昆明,盘龙区,适中
323727,昆明一心堂大药房,11754984,一心堂-王大桥店,普通商家,昆明,盘龙区,适中
298885,菜农,11755981,菜农-东华店,本地连锁,昆明,盘龙区,适中
295667,芯珍生鲜,11755096,珍生鲜-颐园店,本地连锁,昆明,盘龙区,适中
330847,超奇鲜果,11811324,超奇鲜果-尖山路店,普通商家,贵阳,白云区,适中
328009,拾牧农场,11784790,拾牧农场,普通商家,贵阳,南明区,适中
326391,首杨水果,11767805,首杨水果万科公园5号店,普通商家,贵阳,南明区,适中
324804,贵州一品药业,11758906,一品药业（花果园M区店）,普通商家,贵阳,南明区,适中
311051,幸福e站,11770771,幸福e站鲜花-贵阳店,普通商家,贵阳,南明区,适中
298813,全国绿韵花田,11809970,绿韵花田绿植礼品-贵阳店,普通商家,贵阳,南明区,适中
325131,一树大药房,11761944,一树药业舒普玛大十字店,普通商家,贵阳,云岩区,适中
323945,元祖（全国）,11769271,元祖蛋糕（大西门店）,本地连锁,贵阳,云岩区,适中
329543,那滋味,11799443,那滋味-花园路店,普通商家,马鞍山,花山区,适中
308036,永辉超市（红标店）,11791116,永辉马鞍山-万达店,全国连锁,马鞍山,雨山区,适中
329840,屈臣氏,11803164,屈臣氏-DG东莞厚街万科店,本地连锁,东莞,东莞区,达达多
328050,东莞海王星辰,11787634,海王星辰-东莞长安长盛店,普通商家,东莞,东莞区,达达多
326680,萨利多披萨,11769382,萨利多披萨（星光城）,普通商家,东莞,东莞区,达达多
325409,美宜佳（广东）,11771352,美宜佳（黄江广场3320店）,本地连锁,东莞,东莞区,达达多
316609,百果园,11792091,百果园（东莞长安万达店）,全国连锁,东莞,东莞区,达达多
75317,蔬乡门递,11767696,蔬乡门递-东莞新安市场,本地连锁,东莞,东莞区,达达多
74603,幸福西饼,11789002,幸福西饼蛋糕-东莞厚街店,本地连锁,东莞,东莞区,达达多
73119,广州大参林,11800414,大参林-东莞大岭山上场药店,本地连锁,东莞,东莞区,达达多
73119,广州大参林,11733172,大参林-东莞霄边大街药店,本地连锁,东莞,东莞区,达达多
73119,广州大参林,11733156,大参林-东莞澳南药店,本地连锁,东莞,东莞区,达达多
324782,广东邦健医药,11811876,邦健医药-321集北店,普通商家,佛山,顺德区,适中
320886,四季鲜果蔬,11742105,四季鲜果蔬-大良会员店,本地连锁,佛山,顺德区,适中
316609,百果园,11791607,百果园（佛山天佑城店）,全国连锁,佛山,顺德区,适中
73119,广州大参林,11750057,大参林-顺德大良新一城药店,本地连锁,佛山,顺德区,适中
329714,果滋享味,11801989,巴蒂果滋-老莫水果店夏西店,普通商家,佛山,南海区,适中
325660,朗誉正,11790269,朗誉正-粤桂黔名优食品,普通商家,佛山,南海区,适中
318206,7-Eleven（711便利店）,11737330,7-Eleven（招商置地-3034）,全国连锁,佛山,南海区,适中
73119,广州大参林,11774699,大参林-佛山黄岐鄱阳西药店,本地连锁,佛山,南海区,适中
73119,广州大参林,11749915,大参林-佛山桂城南桂东药店,本地连锁,佛山,南海区,适中
329951,宏信龙超市,11813849,宏信龙超市-龙城店,本地连锁,扬州,江都区,适中
329840,屈臣氏,11802451,屈臣氏-YZ邗江京华城店,本地连锁,扬州,邗江区,达达多
321646,萝卜青菜,11781321,萝卜青菜-瘦西湖店,全国连锁,扬州,邗江区,达达多
315123,勿忘我花坊,11772569,遇见花坊-扬州店,普通商家,扬州,邗江区,达达多
297336,全国亿家花卉,11776048,宜家花卉-扬州店,普通商家,扬州,广陵区,适中
297336,全国亿家花卉,11644114,宜家花卉-嘉兴店,普通商家,嘉兴,秀洲区,商家多
329806,便宜坊,11806320,便宜坊（宴乐园店）,本地连锁,石家庄,辛集市,商家多
324776,以岭药堂大药房,11757877,以岭药堂-四中路店,普通商家,石家庄,桥西区,适中
322612,百汇快餐厅,11740794,德克士（勒泰店）,普通商家,石家庄,桥西区,适中
321458,尼克多水果店,11731531,疯狂小店（桥西店）,普通商家,石家庄,桥西区,适中
321421,神威大药房,11739809,神威-绿之源店,普通商家,石家庄,桥西区,适中
328482,西吧客,11791996,西吧客（怀特旗舰店）,普通商家,石家庄,裕华区,适中
74485,维尔纳斯蛋糕,11798809,维尔纳斯蛋糕-石家庄店,本地连锁,石家庄,裕华区,适中
320406,京西菜市,11744471,京西菜市-神州嘉园店,全国连锁,石家庄,长安区,适中
327447,果滋,11780759,果滋-石家庄水果专卖柏林店,普通商家,石家庄,新华区,适中
324508,鲜果派,11756736,鲜果派-果唯伊（地中海店）,本地连锁,南昌,新建县,商家多
320915,南昌益丰大药房,11730361,益丰大药房-新建文化大道店,全国连锁,南昌,新建县,商家多
322273,有家便利店,11739099,有家-爱购广场店,本地连锁,南昌,青山湖区,适中
73119,广州大参林,11754424,大参林-南昌众康菁华药店,本地连锁,南昌,青山湖区,适中
326995,汇仁堂大药房,11774896,汇仁堂专业药房-解放西路店,普通商家,南昌,青云谱区,商家多
322273,有家便利店,11757059,有家-阳明路二店,本地连锁,南昌,东湖区,商家多
322242,东南饼庄,11738910,东南饼庄-胜利路店,普通商家,南昌,东湖区,商家多
320915,南昌益丰大药房,11730401,益丰大药房-采森贤士路店,全国连锁,南昌,东湖区,商家多
316609,百果园,11789680,百果园（南昌锦苑春天店）,全国连锁,南昌,东湖区,商家多
81372,沃尔玛,11742754,沃尔玛-青山南路店,全国连锁,南昌,东湖区,商家多
329840,屈臣氏,11802705,屈臣氏-崇川金飞达广场店,本地连锁,南通,崇川区,适中
318468,来伊份（全国）,11781504,来伊份-文峰千家惠虹桥路店,普通商家,南通,崇川区,适中
316649,一米蛋糕,11805735,伊米蛋糕（塘下店）,普通商家,温州,瑞安,适中
328490,鲜果园,11792129,鲜果园-江北街店,普通商家,温州,永嘉县,适中
329147,亿菜,11797623,菜鲜达（新城店）,普通商家,温州,鹿城区,适中
324346,张和堂医药,11753002,张和堂-温迪店,普通商家,温州,鹿城区,适中
72526,克莉丝汀,10035393,克莉丝汀-兴庄路店,普通商家,宁波,镇海区,适中
327334,美世悦,11777911,京东到家-美世悦书城店,本地连锁,宁波,鄞州区,适中
320811,农鲜生,11798663,农鲜生-华严菜市场,本地连锁,宁波,鄞州区,适中
319080,妙生鲜,11737064,妙生鲜-钟公庙会员店,本地连锁,宁波,鄞州区,适中
319071,京东到家-鲜丰水果,11805183,宁波鲜丰-万科金色水岸店,全国连锁,宁波,鄞州区,适中
316609,百果园,11789556,百果园石碶店,全国连锁,宁波,鄞州区,适中
311754,花开好了,11706570,花开好了-宁波店,普通商家,宁波,鄞州区,适中
302118,盛清面食摊,11653319,盛清面食摊,普通商家,宁波,鄞州区,适中
72526,克莉丝汀,10033211,克莉丝汀-清湖路店,普通商家,宁波,江北区,达达多
325760,名创优品,11809133,名创优品-宁波海曙恒一店,全国连锁,宁波,海曙区,适中
325760,名创优品,11809132,名创优品-宁波鼓楼步行街店,全国连锁,宁波,海曙区,适中
324890,芙蓉兴盛便利店,11756082,芙蓉兴盛便利超市,普通商家,宁波,海曙区,适中
319071,京东到家-鲜丰水果,11719480,宁波鲜丰水果-天一家园店,全国连锁,宁波,海曙区,适中
310368,生活定义,11672667,生活定义-丽园店,普通商家,宁波,海曙区,适中
306616,宁波彩虹大药房,11663337,宁波彩虹蓝天路店,普通商家,宁波,海曙区,适中
325760,名创优品,11807176,名创优品-西安莲湖南大街店,全国连锁,西安,莲湖区,商家多
318605,小汉副食品店,11726290,张记蔬菜调料店,普通商家,西安,莲湖区,商家多
305421,泰生医药,11661578,泰生医药-总店,本地连锁,西安,莲湖区,商家多
327527,同仁裕商店,11777117,京东便利店同仁裕商店,普通商家,西安,灞桥区,适中
320932,西安市浐灞生态区久和便利店,11726340,甜甜便利店,普通商家,西安,灞桥区,适中
321646,萝卜青菜,11741134,萝卜青菜-航天店-鸡蛋一分,全国连锁,西安,长安区,适中
74830,爱得宝,10057727,爱得宝-凤华路西口店,普通商家,西安,未央区,适中
325760,名创优品,11807174,名创优品-金辉环球广场店,全国连锁,西安,雁塔区,适中
314597,优乐购便利店,11806825,天之猫(高科尚都店）,普通商家,西安,雁塔区,适中
75283,人人乐连锁商业集团股份有限公司,11002999,人人乐-景泽店,普通商家,西安,雁塔区,适中
320406,京西菜市,11808132,京西菜市-复聪路综合市场店,全国连锁,西安,新城区,适中
316233,绿地G-super,11777729,绿地G-Super（西安悦荟店）,本地连锁,西安,新城区,适中
308036,永辉超市（红标店）,11667959,永辉陕西西安市-西长安街店,全国连锁,西安,新城区,适中
73363,西安怡康,10046153,怡康-交大街店,普通商家,西安,新城区,适中
328023,美和农产品,11788463,本香高端冷鲜肉伞塔路店,普通商家,西安,碑林区,适中
321646,萝卜青菜,11740987,萝卜青菜-体育店-鸡蛋一分,全国连锁,西安,碑林区,适中
310123,花妃,11708411,花妃鲜花-西安店,普通商家,西安,碑林区,适中
74274,向明超市,10053031,向明超市-体育馆南路店,普通商家,西安,碑林区,适中
325760,名创优品,11807217,名创优品-郑州大学路店,全国连锁,郑州,二七区,适中
325726,鲜菜园,11767957,鲜菜园郑州-交通路生鲜店,普通商家,郑州,二七区,适中
329669,格瑞大药房,11800173,格瑞大药房（第三分店）,普通商家,郑州,金水区,适中
324621,北京华联,11754573,北京华联凯德店,本地连锁,郑州,金水区,适中
323011,郑州国药大药房,11743364,国药大药房—盛合店,普通商家,郑州,金水区,适中
319901,五色蔬果,11810547,五色蔬果郑州-便民市场,全国连锁,郑州,金水区,适中
316609,百果园,11783159,百果园-人和花园店,全国连锁,郑州,中原区,适中
310632,壹心康大药房,11797297,郑州市中原区众康大药房,普通商家,郑州,中原区,适中
84299,郑州老百姓,11053148,老百姓大药房-建设西路二店,普通商家,郑州,中原区,适中
73119,广州大参林,11750075,大参林-郑州伏牛南路药店,本地连锁,郑州,中原区,适中
321773,漱玉平民大药房,11779534,漱玉平民长清恒大绿洲店,普通商家,济南,长清区,达达多
327179,宜快宜慢,11775793,宜快宜慢（齐鲁文化店）,普通商家,济南,高新区,适中
326921,倍全便利,11777148,倍全新生活家园店,普通商家,济南,高新区,适中
324304,京唯鲜,11797759,京唯鲜-清河菜市场店,本地连锁,济南,天桥区,适中
72875,全国鼎卉鲜花,11036730,鼎卉鲜花-济南店,普通商家,济南,天桥区,适中
321773,漱玉平民大药房,11779650,漱玉平民大药房二环西路二店,普通商家,济南,市中区,适中
321773,漱玉平民大药房,11779636,漱玉平民大药房欣都苑店,普通商家,济南,市中区,适中
321773,漱玉平民大药房,11779559,漱玉平民大药房舜玉店,普通商家,济南,市中区,适中
326459,悦民便利店,11767647,悦民便利店(泉城广场店),普通商家,济南,历下区,适中
328091,萌肉居,11786679,萌肉居哈尔滨店,普通商家,哈尔滨,松北区,商家多
329840,屈臣氏,11802672,屈臣氏-QD丽达购物广场店,本地连锁,青岛,崂山区,商家多
313945,丹香,11718362,丹香-如东路店,本地连锁,青岛,市南区,商家多
313945,丹香,11685153,丹香—市南家乐福店,本地连锁,青岛,市南区,商家多
313171,喜旺,11753701,喜旺-三林园店,普通商家,青岛,市南区,商家多
311734,青岛丰硕堂大药房,11678169,丰硕堂-南京路91店,普通商家,青岛,市南区,商家多
310262,皇家美孚,11672611,皇家美孚（澳门路店）,普通商家,青岛,市南区,商家多
310262,皇家美孚,11672584,皇家美孚（大尧店）,普通商家,青岛,市南区,商家多
306052,花萝莉,11662750,花萝莉鲜花-青岛店,普通商家,青岛,市南区,商家多
303878,青岛狼狼爱房网络技术有限公司,11737074,半岛农场-泰州路店,本地连锁,青岛,市南区,商家多
81186,青岛永旺,11038233,永旺东部店,全国连锁,青岛,市南区,商家多
313945,丹香,11688303,丹香—民生商贸城店,本地连锁,青岛,城阳区,适中
328047,青岛市海王星辰,11787553,海王星辰-茉莉公馆店,普通商家,青岛,李沧区,适中
313171,喜旺,11686094,喜旺—达翁店,普通商家,青岛,李沧区,适中
313171,喜旺,11686093,喜旺—幸福之城店,普通商家,青岛,李沧区,适中
311734,青岛丰硕堂大药房,11678134,丰硕堂-升平东路39店,普通商家,青岛,李沧区,适中
310262,皇家美孚,11672585,皇家美孚（李村欧尚店）,普通商家,青岛,李沧区,适中
313945,丹香,11719975,丹香-嘉定路店,本地连锁,青岛,市北区,适中
313945,丹香,11690877,丹香—台东一路店,本地连锁,青岛,市北区,适中
309318,北京玉霞喜婚庆鲜花,11797978,凤凰花开鲜花绿植一青岛店,普通商家,青岛,市北区,适中
320903,果邻居,11726914,果邻居-老杜水果店,本地连锁,大连,沙河口区,适中
318266,大连海王星辰,11712241,海王星辰药房-王家桥店,普通商家,大连,沙河口区,适中
318266,大连海王星辰,11712221,海王星辰药房-民权店,普通商家,大连,沙河口区,适中
318266,大连海王星辰,11712220,海王星辰药房-民政店,普通商家,大连,沙河口区,适中
318266,大连海王星辰,11712206,海王星辰药房-尖山街店,普通商家,大连,沙河口区,适中
315819,大连国大药房,11696388,国大药房-联合店,全国连锁,大连,沙河口区,适中
308973,花精灵,11714367,花精灵鲜花-大连店,普通商家,大连,沙河口区,适中
311051,幸福e站,11674596,幸福e站鲜花-大连店,普通商家,大连,中山区,达达多
316799,果匠,11754558,兔蜜鲜果-上下杭店,普通商家,福州,台江区,达达多
314678,野鲜超市,11688971,野鲜超市-交通万科店,本地连锁,福州,台江区,达达多
312402,福建宜又佳大药房,11783212,宜又佳第37分店(银河湾店),本地连锁,福州,马尾区,达达多
331746,善麟说智能科技有限公司,11814567,善麟说-成人用品（仓前街店),普通商家,福州,仓山区,达达多
328218,老五小院,11787242,老五小院,普通商家,福州,仓山区,达达多
307175,相逢客,11681326,相逢客-泰禾广场店,普通商家,福州,晋安区,达达多
318067,康佰家,11709727,康佰家大药房闽侯上街店,本地连锁,福州,闽侯县,达达多
323945,元祖（全国）,11752442,元祖蛋糕（会堂店）,本地连锁,福州,长乐市,达达多
318067,康佰家,11784113,康佰家大药房长乐新永好店,本地连锁,福州,长乐市,达达多
329840,屈臣氏,11803012,屈臣氏-FQ福清裕荣汇店,本地连锁,福州,福清市,达达多
326368,叶氏兄弟果品,11769411,叶氏兄弟—福建龙旺名城店,本地连锁,福州,福清市,达达多
325059,国民水果,11758788,国民水果-滨海阳光店,本地连锁,厦门,海沧区,达达多
325059,国民水果,11780865,国民水果-大学湾店,本地连锁,厦门,集美区,适中
81372,沃尔玛,11671342,沃尔玛-万达,全国连锁,厦门,湖里区,达达多
326670,厦门国大药房,11770648,福建国大药房厦门金山店,普通商家,厦门,思明区,适中
313323,菜妈妈,11682743,菜妈妈生鲜-万寿店,普通商家,厦门,思明区,适中
319901,五色蔬果,11814693,五色蔬果天津-桃香园店,全国连锁,天津,北辰区,适中
318262,天津海王星辰,11712382,海王星辰药房-水木闻涛店,普通商家,天津,红桥区,适中
73883,天津津一堂,10049993,津一堂-民康药店,普通商家,天津,红桥区,适中
320406,京西菜市,11789511,京西菜市-王串场菜市场店,全国连锁,天津,河北区,适中
74836,佳亿食品超市,11651772,祺多超市,普通商家,天津,河北区,适中
298821,粹品中粮,11647477,粹品中粮专卖-国投店,普通商家,天津,和平区,适中
329840,屈臣氏,11802609,屈臣氏-TJ武清荔隆时代店,本地连锁,天津,武清区,达达多
72405,国大天津,10032232,天津国大药房-泉州路药店,普通商家,天津,武清区,达达多
294209,优选超市,11641532,优选生活超市-梅江店,普通商家,天津,西青区,商家多
325506,菜佳人,11771454,菜佳人-天津宝山道店,普通商家,天津,滨海新区,适中
306739,好药师总部（天津公司）,11663578,好药师-天津滨海新区店,普通商家,天津,滨海新区,适中
301855,俺的农场连锁便利,11733937,俺的农场—泰达时代菜市场,普通商家,天津,滨海新区,适中
74603,幸福西饼,11698993,幸福西饼蛋糕-天津滨海店,本地连锁,天津,滨海新区,适中
317052,鸿翔一心堂医药,11703152,一心堂大药房-万达连锁店,普通商家,天津,河东区,商家多
314624,爱花居,11698669,花趣鲜花,普通商家,天津,河东区,商家多
325506,菜佳人,11763399,菜佳人-天津三义庄店,普通商家,天津,河西区,适中
321829,阿森食品店,11734112,果然好果蔬超市友谊店,普通商家,天津,河西区,适中
321646,萝卜青菜,11750367,萝卜青菜-三义庄菜市场店,全国连锁,天津,河西区,适中
312993,大桥道,11681560,大桥道海地店,本地连锁,天津,河西区,适中
90499,鲜之多水果店,11641298,鲜之多水果-河西店,普通商家,天津,河西区,适中
72405,国大天津,10032032,天津国大药房-天海店,普通商家,天津,河西区,适中
319071,京东到家-鲜丰水果,11786691,天津鲜丰水果-汾水道店,全国连锁,天津,南开区,适中
318262,天津海王星辰,11712333,海王星辰药房-楚雄道店,普通商家,天津,南开区,适中
305662,甜太太生鲜超市,11662716,甜太太生鲜超市-临平里店,普通商家,天津,南开区,适中
304410,自贡粮油店,11657213,利达面粉自贡道专卖店,普通商家,天津,南开区,适中
301855,俺的农场连锁便利,11720504,俺的农场生鲜-向阳路店,普通商家,天津,南开区,适中
325527,果小仙,11763511,果小仙-华阳店,普通商家,成都,高新区,适中
319566,汉堡王（全国）,11721837,汉堡王天府大道店（23685）,普通商家,成都,高新区,适中
72136,益民菜市,10047999,益民菜市-南苑店,普通商家,成都,高新区,适中
323434,鱼鲜生,11746329,鱼鲜生—华阳大市场店,普通商家,成都,双流县,适中
76366,菜妈妈,11027619,菜妈妈生鲜-会龙广都店,普通商家,成都,双流县,适中
319071,京东到家-鲜丰水果,11784469,成都鲜丰水果-金鹏街店,全国连锁,成都,青羊区,适中
318990,饼少爷,11791779,饼少爷西村店,普通商家,成都,青羊区,适中
315545,全时便利店,11742272,全时便利店-青羊宫店,全国连锁,成都,青羊区,适中
305377,叮当快药（北京）科技有限公司,11738951,叮当快药(附近367药房),普通商家,成都,青羊区,适中
84203,心之旅宠物,11687588,心之旅宠物-中大君悦店,普通商家,成都,青羊区,适中
76366,菜妈妈,11008805,菜妈妈生鲜-青羊店,普通商家,成都,青羊区,适中
74139,桐君阁太极大药房,10053725,太极大药房-光华店,本地连锁,成都,青羊区,适中
72054,金忠冷鲜肉,11726476,金忠食品-贝森店,普通商家,成都,青羊区,适中
72978,四川德仁堂,10040698,德仁堂-金沙北一路店,本地连锁,成都,郫县,适中
326679,麦的多,11770144,麦的多-永辉店,本地连锁,成都,温江区,适中
316609,百果园,11794327,百果园-华润翡翠城店,全国连锁,成都,新都区,适中
328055,成都海王星辰,11785599,海王星辰药房双林路第二药店,普通商家,成都,成华区,适中
324289,成毅康缘大药房,11806730,成毅康缘大药房—建设店,普通商家,成都,成华区,适中
323945,元祖（全国）,11752268,元祖蛋糕（动物园店）,本地连锁,成都,成华区,适中
321162,成都彩材商贸有限公司,11728137,今达乐原味冒菜-万年场店,普通商家,成都,成华区,适中
305377,叮当快药（北京）科技有限公司,11662015,叮当快药(附近353药房),普通商家,成都,成华区,适中
328598,高济医药,11798913,瑞康大药房(金琴路店),普通商家,成都,金牛区,适中
320406,京西菜市,11734851,京西菜市-抚琴店,全国连锁,成都,金牛区,适中
316176,panda果匠,11698683,兔蜜水果-文殊院店(原果匠）,本地连锁,成都,金牛区,适中
328055,成都海王星辰,11785623,海王星辰药房三官堂街药店,普通商家,成都,锦江区,适中
328055,成都海王星辰,11785618,海王星辰药房海椒市街第一,普通商家,成都,锦江区,适中
326757,粤饺皇东光店,11772317,粤饺皇东光店,普通商家,成都,锦江区,适中
306989,志亭蔬菜,11814447,私家菜园-莲花店,普通商家,成都,锦江区,适中
74139,桐君阁太极大药房,10056763,太极-柳翠路店,本地连锁,成都,锦江区,适中
322389,半岛农场,11740633,半岛农场-清凉门旗舰店,普通商家,南京,鼓楼区,适中
73763,先声再康药业,11793788,先声再康-五塘广场店,全国连锁,南京,鼓楼区,适中
73062,南京益丰,10042294,益丰-镇江路,全国连锁,南京,鼓楼区,适中
304477,永辉超市（绿标店）,11780946,永辉超市-金盛田广场店,全国连锁,南京,浦口区,适中
324107,华润苏果标超,11764355,南京苏果菊花新村生活超市,全国连锁,南京,雨花台区,适中
320818,水果大王,11726904,水果大王-筱冉水果店,本地连锁,南京,栖霞区,适中
73763,先声再康药业,10052588,先声再康-化纤新村二店,全国连锁,南京,栖霞区,适中
328274,日之惠,11789032,日之惠超市（合瓦店）,本地连锁,合肥,庐阳区,适中
323012,天星连锁大药房,11745308,安徽天星药房-长江中路药店,普通商家,合肥,庐阳区,适中
321880,国胜大药房,11734967,国胜大药房-太和路店,普通商家,合肥,庐阳区,适中
320912,合肥同仁堂大药房,11726374,北京同仁堂市府广场店,普通商家,合肥,庐阳区,适中
316609,百果园,11704329,百果园-上城国际玫瑰苑店,全国连锁,合肥,庐阳区,适中
80763,合肥老百姓,11028869,百姓缘-金鸟花园店,普通商家,合肥,庐阳区,适中
75336,永辉会员店,11750875,永辉会员店-藕塘路店,全国连锁,合肥,庐阳区,适中
75336,永辉会员店,11801303,永辉会员店-高速时代广场店,全国连锁,合肥,滨湖新区,适中
321880,国胜大药房,11734985,国胜大药房-紫云花园店,普通商家,合肥,经开区,适中
319071,京东到家-鲜丰水果,11719630,合肥鲜丰水果-聚云路店,全国连锁,合肥,政务区,适中
323940,鲜品荟,11765474,鲜品荟-凤凰城店,本地连锁,合肥,蜀山区,适中
319071,京东到家-鲜丰水果,11719603,合肥鲜丰水果-石台路店,全国连锁,合肥,蜀山区,适中
80763,合肥老百姓,11028867,百姓缘-安居苑店,普通商家,合肥,蜀山区,适中
323940,鲜品荟,11764656,鲜品荟-南苑店,本地连锁,合肥,包河区,适中
319071,京东到家-鲜丰水果,11719609,合肥鲜丰水果-万泉河路店,全国连锁,合肥,包河区,适中
329840,屈臣氏,11802882,屈臣氏(瑶海保利广场店),本地连锁,合肥,瑶海区,适中
328140,家乐福（全国）,11800695,家乐福-宝业店,全国连锁,合肥,瑶海区,适中
295750,吉事多超市,11641618,吉事多超市-临淮路店,普通商家,合肥,瑶海区,适中
296720,花果山,11747552,鲜菜园-黑山平价菜店,普通商家,北京,门头沟区,商家多
310123,花妃,11708413,花妃鲜花-石家庄店,普通商家,北京,未知区域,商家多
321497,金记清真牛羊肉,11731062,金记清真牛羊肉,普通商家,北京,丰台区,适中
320886,四季鲜果蔬,11741231,四季鲜果蔬-五爱屯平价菜店,本地连锁,北京,丰台区,适中
320886,四季鲜果蔬,11740109,四季鲜果蔬-新华街会员店,本地连锁,北京,丰台区,适中
306050,魂思商贸,11683251,思春阁国际成人情趣馆-北京,普通商家,北京,丰台区,适中
296720,花果山,11663063,鲜菜园-角门平价菜店,普通商家,北京,丰台区,适中
74421,高远百康大药房,11742135,百康药房-健康大药房,本地连锁,北京,丰台区,适中
